,Index,Word,CUI
873,1545,antioxidant activities,C1148564
874,1546,protective ultraviolet,C1154975
875,1548,cardiovascular disease,C0007222
876,1550,disease neurological,C0027765
877,1551,disease alzheimers,C0002395
878,1553,some limited some some some some,C3853114
879,1555,cancer,C0006826
880,1558,benefit,C0814225
881,1563,helpful some,C3827451
882,1565,eye disorders,C0015397
883,1567,disorders cataracts diabetes,C0011876
884,1569,premenstrual syndrome,C0033046
885,1572,irradiation,C1522449
886,1573,reverses,C1555029
887,1574,skin aging,C0037271
888,1576,enhances,C2985765
889,1577,male,C0086582
890,1578,fertility,C0015895
891,1581,poorly,C0205169
892,1582,supported,C1521721
893,1584,muscle cramps,C0026821
894,1587,vitamin b6 deficiency neuropathy,C0542114
895,1589,peripheral neuropathy,CL481024
896,1590,peripheral neuropathy,C0031117
897,1596,amino acids,C0002520
898,1599,encephalopathy,C0006111
899,1600,activity,C0441655
900,1602,dyskinesia,C0013384
901,1604,supplement,C2348609
902,1605,sugar substitute,C0282360
903,1629,primary,CL448699
904,1632,vitamin k,C0042878
905,1634,normal,C0205307
906,1635,clotting blood,C0087086
907,1638,play role,C0035822
908,1641,bone calcification,C2350989
909,1647,extremely important,C3899185
910,1648,functioning joints,C1963152
911,1649,tendons,C0039503
912,1652,heart muscles,C0027061
913,1665,hypercholesterolemia,CL448440
914,1666,risk disease,C1281905
915,1672,obsessive compulsive disorder ocd,C0028768
916,1674,bulimia nervosa,C2267227
917,1678,line line delay line,C1707663
918,1679,line line second line treatment,C1710038
919,1682,uncomplicated hypertension,C0497248
920,1683,hypertension isolated systolic hypertension,C0745133
921,1685,hypertension left ventricular hypertrophy,C1997092
922,1689,progression,C0449258
923,1690,diabetic nephropathy,C0011881
924,1692,losartan,C0126174
925,1695,congestive heart failure systolic,C2039715
926,1696,systolic dysfunction,C0749225
927,1697,dysfunction myocardial,C0340515
928,1698,myocardial infarction coronary artery disease,C1842247
929,1700,ace inhibitors,C0003015
930,1703,mild hypertension hypertension,C3276943
931,1704,severe hypertension,C4013784
932,1705,hypertension renal disease hypertension,C0848548
933,1709,hemodynamically stable,C0578150
934,1710,individuals,C0027361
935,1711,clinical signs,C0037088
936,1712,clinical congestive heart failure,C3838757
937,1713,few,C0205388
938,1714,days,C0439228
939,1716,rate death,C0026565
940,1717,rate death,C0205848
941,1718,myocardial infarction stroke,C3845502
942,1720,high risk,C0332167
943,1721,risk cardiovascular events,C1273410
944,1723,slow progression disease,C1854494
945,1724,renal disease diabetes,C0011881
946,1726,diabetes mellitus,C0011849
947,1727,diabetes overt nephropathy,C2919365
948,1729,actinic keratoses,C0022602
949,1731,precancerous,C1514391
950,1732,skin growths,C0423785
951,1733,malignant,C0205282
952,1734,left,C0205091
953,1735,anticancer drugs,CL422732
954,1737,stage iii stage hodgkins disease,C0153792
955,1738,stage stage iv hodgkins disease,C0677954
956,1741,induction remission,C0035052
957,1743,remission acute promyelocytic leukemia,C0836971
958,1744,consolidation,C0702116
959,1746,acute promyelocytic leukemia apl apl,C0023487
960,1747,characterized,C1880022
961,1748,presence,C0150312
962,1749,translocation gene,C1315049
963,1750,gene,C1513400
964,1751,gene expression,C0017262
965,1753,treatment adjunct treatment,C3858690
966,1755,moderate hypertension hypertension,C1969581
967,1756,hypertension renal hypertension,C0020544
968,1758,either,C3844638
969,1767,suspected,C0750491
970,1768,pathogens,C0450254
971,1770,both,C1706086
972,1771,k pneumoniae,C0001699
973,1772,pneumoniae s,C0038410
974,1779,seizures absence seizures,C0014553
975,1781,labeled,C1708632
976,1782,include,C0332257
977,1783,major depressive disorder,C1269683
978,1786,disorder generalized anxiety disorder gad,C0270549
979,1787,generalized anxiety disorder gad,C0270549
980,1788,unlabeled indications,C1096117
981,1792,mild,C2945599
982,1793,agitation,C0085631
983,1795,prevention treatment,C0199176
984,1796,nausea vomiting,C0027498
985,1799,motion sickness,C0026603
986,1801,vertigo dizziness,C0497293
987,1803,other problems,C3830445
988,1804,medical problems,C1254481
989,1806,acute myeloid leukemia aml adults,C0220615
990,1809,fab m1,C0026998
991,1810,classifications,C0008902
992,1811,through,C0332273
993,1812,management anxiety,CL501616
994,1813,anxiety treatment,C0558208
995,1814,muscle spasm,C0037763
996,1818,genital warts,C0009663
997,1820,treatment hypertension,C0578998
998,1821,component,C0449432
999,1823,regimens regimens treatment treatment treatment,CL031856
1000,1824,therapy therapy soft tissue,C3658309
1001,1826,recurrent refractory testicular cancer,C0278841
1002,1827,germ cell cancer,C0740345
1003,1831,cervical cancer,C0007847
1004,1833,surgery radiation,CL031853
1005,1835,soft tissue sarcomas,C2211494
1006,1837,other indications,C1718172
1007,1839,osteosarcoma,C0029463
1008,1840,bladder,CL495120
1009,1841,cancer ovarian cancer,C0919267
1010,1842,cancer ovarian cancer,C1140680
1011,1843,cancer cancer small cell lung cancer,C0149925
1012,1848,cancer small cell lung cancer,C0149925
1013,1851,small cell lung cancer,C0149925
1014,1856,recurrence,C0034897
1015,1857,paroxysmal,C0205311
1016,1858,atrial,CL448652
1017,1859,associated symptoms,C0521989
1018,1860,symptoms patients,C1317600
1019,1862,structural heart,C0018787
1020,1863,heart disease,C0018799
1021,1866,documented,C1301725
1022,1869,ventricular sustained ventricular tachycardia,C0750197
1023,1872,partial,C0728938
1024,1873,reversal narcotic,C0521856
1025,1876,respiratory depression,C0235063
1026,1878,induced,C0205263
1027,1879,opioids,C0242402
1028,1882,synthetic,C1883254
1029,1883,propoxyphene,C0033493
1030,1884,methadone,C0025605
1031,1885,analgesics,C0002771
1032,1886,nalbuphine,C0027348
1033,1887,pentazocine,C0030873
1034,1888,butorphanol,C0006491
1035,1892,acute overdose,C1963951
1036,1894,adjunctive agent,C2986487
1037,1895,increase blood pressure,C0020538
1038,1896,increase blood pressure,C0497247
1039,1898,blood pressure management,C1272452
1040,1900,septic shock,C0036983
1041,1903,dyspepsia heartburn,C1560447
1042,1904,epigastric pain,C0232493
1043,1908,males,C0086582
1044,1909,replacement therapy,C0279033
1045,1910,replacement therapy,C0282402
1046,1911,therapy conditions,C0004933
1047,1913,conditions associated,C0243082
1048,1916,absence,C1689985
1049,1917,endogenous,C0205227
1050,1918,testosterone,CL026906
1051,1919,females,C0015780
1052,1920,palliation,C0030231
1053,1921,recurrent cancer,C0920420
1054,1922,recurrent cancer,C0549379
1055,1923,mammary cancer,C0006142
1056,1925,than year less than five,CL503058
1057,1926,one year less,C3840696
1058,1927,year less than five,CL503058
1059,1928,postmenopausal,C0232970
1060,1931,management symptoms,C0030231
1061,1936,withdrawn,C2825032
1062,1937,canadian,C0238884
1063,1938,markets,C0024826
1064,1940,increased,C0205217
1065,1942,cardiac valvulopathy,C0018824
1066,1943,iophendylate,C0022029
1067,1944,used agent,C0449881
1068,1945,contrast agent,C0009924
1069,1947,spinal tumors,C0037930
1070,1948,used topical,C1522168
1071,1953,onychomycosis fingernails,C1274469
1072,1954,onychomycosis toenails,C1274470
1073,1956,lunula,C0221991
1074,1957,involvement,C1314939
1075,1959,use agent,C0449881
1076,1960,inhalation,CL449159
1077,1962,inpatient,C0021562
1078,1963,outpatient surgery,C0002428
1079,1967,serious,C0205404
1080,1968,infections infections intraabdominal infections infections infections,C1112209
1081,1970,infections susceptible infections infections infections infections,C0239998
1082,1971,infections infections infections infections infections antibiotics resistant,C1976726
1083,1972,anaerobic bacteria,C0004613
1084,1975,bacteroides,C0004661
1085,1976,peptostreptococcus,C0030967
1086,1977,clostridium,C0009054
1087,1978,useful vaginally useful,C1522570
1088,1979,useful useful topically,C1522168
1089,1980,pelvic infections,C0030790
1090,1981,pelvic infections,C0242172
1091,1982,infections diabetic foot,C0744130
1092,1983,osteomyelitis foot,CL497491
1093,1984,diabetic foot ulcers,C1456868
1094,1986,aspiration pneumonia,C0032290
1095,1988,aspiration dental,C0179153
1096,1990,infections may,C0026916
1097,1992,respiratory infections,C0035243
1098,1997,other indicated,C1718172
1099,1998,other antibiotics resistant,C3264061
1100,1999,organism,C0029235
1101,2001,gardnerella,C0085487
1102,2002,clindamycin,C0008947
1103,2004,toxin,C0040549
1104,2006,aureus s,C0038172
1105,2008,necrotizing fasciitis,C0238124
1106,2011,acne,C0702166
1107,2013,obesity,C0028754
1108,2017,maintenance,C0024501
1109,2021,reduced diet,C0012167
1110,2023,calorie diet,C0301589
1111,2024,treatment pain,C1291732
1112,2026,hypertension,C0020538
1113,2027,ventricular premature beats,C0151636
1114,2032,elevated intraocular pressure,C0234708
1115,2034,ocular hypertension glaucoma,C0851409
1116,2035,flecainide,C0016229
1117,2036,class ic antiarrhythmic agent,C0304505
1118,2038,paroxysmal supraventricular tachycardias,C0030590
1119,2041,tachycardias,C0039232
1120,2043,unspecified,C0205370
1121,2044,mechanism associated,C1292727
1122,2045,palliative treatment,C0030231
1123,2048,metastatic carcinoma prostate,C1282496
1124,2051,progressive,C0205329
1125,2053,essential hypertension,C0085580
1126,2055,renovascular hypertension,C0020545
1127,2057,usually,C3888388
1128,2058,administered drugs drugs,C2348343
1129,2059,drugs combination drugs,C0013162
1130,2061,thiazide diuretics,C0012802
1131,2065,congestive heart failure,C0018802
1132,2069,cardiac glycosides,C0007158
1133,2072,survival,C0038952
1134,2074,left ventricular dysfunction,C0242698
1135,2083,nephropathy diabetic nephropathy,C0011881
1136,2087,insomnia,C0917801
1137,2088,used diagnosis,CL415372
1138,2091,facilitate intubation,C0857231
1139,2093,induction anesthesia,C0473960
1140,2094,induction anesthesia,C0853212
1141,2095,surgical procedure,C0543467
1142,2097,galactorrhea hyperprolactinemia,C2930894
1143,2099,menstrual disorders,C0025345
1144,2101,infertility,C0021359
1145,2102,adenomas,C0001430
1146,2103,male hypogonadism,C1384582
1147,2107,radiotherapy,C1522449
1148,2109,special,C0205555
1149,2111,syndrome syndrome neuroleptic malignant syndrome,C0027849
1150,2114,levodopa,C0699991
1151,2115,advanced,C0205179
1152,2117,motor,C1513492
1153,2119,bromocriptine,C0006230
1154,2121,restless legs syndrome,C0035258
1155,2124,pulmonary tuberculosis,C0041327
1156,2126,adjunctive therapy,C0677850
1157,2128,partial seizures,C0751495
1158,2130,onset 4 years age,C1836856
1159,2131,seizures adults,C1859679
1160,2138,arrhythmias,C0003811
1161,2139,angina pectoris,C0002962
1162,2144,progressive progressive relapsing multiple sclerosis,C0393666
1163,2146,worsening,C0332271
1164,2149,reversal,CL503850
1165,2150,sedative effects,C3179159
1166,2152,sedative benzodiazepines benzodiazepines benzodiazepines,C0360114
1167,2154,general anesthesia,C0002915
1168,2157,maintained,C0442739
1169,2158,sedation,C0344106
1170,2159,diagnostic procedures,C0430022
1171,2160,therapeutic procedures,C0087111
1172,2162,procedures management,C1273870
1173,2163,overdose,C0029944
1174,2164,supportive,C1521721
1175,2166,measures,C0079809
1176,2167,treatment treatment relapsed,C0679868
1177,2168,primary brain tumors,C0750974
1178,2170,metastatic brain tumors,C0220650
1179,2171,metastatic brain tumors,C1334723
1180,2173,combination chemotherapy,C1521750
1181,2175,combination combination agents,C1879672
1182,2177,surgical,C0543467
1183,2178,radiotherapeutic,C0034619
1184,2179,procedures,C0184661
1185,2182,refractory hodgkins disease,C0855082
1186,2184,relapsed disease,C0277556
1187,2191,microorganisms,C0445623
1188,2193,acute bacterial exacerbations chronic bronchitis,C1735365
1189,2196,moderate severe pain,C3843203
1190,2197,lowering,C2003888
1191,2198,intraocular pressure iop,C0021888
1192,2202,glaucoma ocular hypertension,C0851409
1193,2203,alternative medication treatment,C0683466
1194,2204,acute otitis media,C0271429
1195,2206,acute acute sinusitis acute chronic,C0497352
1196,2207,caused caused disease disease disease caused,C1314792
1197,2208,influenzae,C0021400
1198,2209,m catarrhalis,C0006132
1199,2210,patients history patients,C0679831
1200,2211,type i hypersensitivity,C0020523
1201,2214,pharyngitis tonsillitis,C0001428
1202,2217,respiratory tract infections,C1442786
1203,2218,infections infections infections conjunction infections,C1313983
1204,2219,infections infections infections conjunction infections,C0497209
1205,2220,infections infections infections hiv infections hiv,C0019693
1206,2223,acute maxillary sinusitis acute,C0155804
1207,2225,acute sinusitis acute bacterial,C0275556
1208,2226,acute acute bacterial exacerbations chronic bronchitis,C1735365
1209,2227,maxillary sinusitis acute,C0155804
1210,2229,sinusitis acute bacterial,C0275556
1211,2232,legionnaires disease,C0023241
1212,2234,pertussis,C0031237
1213,2236,uncomplicated,C0443334
1214,2237,skin structure,C1123023
1215,2238,skin infections,C0037278
1216,2240,infections helicobacter pylori,C0850666
1217,2241,duodenal ulcer disease,C0013295
1218,2242,bartonella infections,C0004771
1219,2244,early disease,C0679245
1220,2247,encephalitis,C0014038
1221,2248,pyrimethamine,C0034283
1222,2249,clarithromycin,C0055856
1223,2251,decrease,C0547047
1224,2252,incidence prevent,C3840522
1225,2253,cryptosporidiosis,C0010418
1226,2254,prevent primary,C0033144
1227,2257,streptococcal endocarditis,C3665800
1228,2258,complex,C0439855
1229,2259,mac bacteremia,C0864634
1230,2260,disseminated,C0205221
1231,2263,adolescents,C0205653
1232,2280,antizol,C0048504
1233,2282,antidote,C0003295
1234,2283,ethylene glycol poisoning ethylene glycol,C0413194
1235,2284,antifreeze poisoning,C1960938
1236,2285,methanol poisoning,C0392621
1237,2286,poisoning suspected,C1320362
1238,2287,ingestion,C0232478
1239,2291,hemodialysis,C0019004
1240,2297,open angle glaucoma,C0017612
1241,2302,difficulty falling asleep,CL496139
1242,2303,falling frequent,C0850703
1243,2304,nocturnal awakenings,C0860510
1244,2305,awakenings early morning awakenings,C0541798
1245,2306,awakenings early morning awakenings,CL494714
1246,2311,prostatic transurethral resection,C0040771
1247,2324,used stimulation,CL503955
1248,2325,hair,C0018494
1249,2328,androgenetic alopecia,C0162311
1250,2331,pattern,C0449774
1251,2332,hereditary,C0439660
1252,2333,common baldness,C0162311
1253,2335,adjuvant,C1522673
1254,2336,treatment hormone cancer treatment cancer,C0804735
1255,2338,positive,CL448866
1256,2339,advanced breast cancer,C3495917
1257,2343,pubertal gynecomastia,C1449720
1258,2345,manufacturer,C0947322
1259,2346,states,C1301808
1260,2347,efficacy,C1280519
1261,2348,indications not,C1444655
1262,2349,established,C0443211
1263,2352,malaria,C0024530
1264,2356,hypermetabolism,C0342952
1265,2359,characteristic,C1521970
1266,2360,malignant hyperthermia,C0024591
1267,2362,hyperthermia hyperthermia hyperthermia susceptible,C1844631
1268,2363,patients ages,CL386174
1269,2365,attenuate,C0599946
1270,2366,development,C0243107
1271,2367,clinical laboratory,C1882331
1272,2374,rifaximin,C0073374
1273,2375,multiple,C0439064
1274,2380,age 18 age,C0638102
1275,2381,travellers diarrhea,C0277528
1276,2382,noninvasive,C2986496
1277,2384,escherichia coli,C0014834
1278,2386,hepatic encephalopathy,C0019151
1279,2388,encephalopathy recurrence,C1850719
1280,2392,approved,C0205540
1281,2393,irritable bowel syndrome diarrhea,C0348898
1282,2398,sole,C0230463
1283,2399,anesthetic agent,C0002932
1284,2401,diagnostic surgical procedures,C0522769
1285,2402,not require,C1546856
1286,2403,skeletal muscle relaxation,C0037250
1287,2406,oral capsule,C0991533
1288,2410,oral tablet,C0993159
1289,2413,remission patients,C1277626
1290,2414,active moderate ulcerative colitis,C0941058
1291,2416,oral inhalation,C0205535
1292,2417,oral inhalation,C0991535
1293,2418,formulation,C0524527
1294,2424,other allergies,C2886714
