,CUI,Drug,Indication,Contraindication
22,,bupropion hydrochloride,"['major depression', 'the prevention of seasonal major depressive disorder episodes associated with seasonal affective disorder (sad)', 'use as an adjunct to psychosocial interventions in the management of tobacco cessation (smoking cessation)', 'use alone to aide in tobacco cessation', 'aide with tobacco cessation using bupropion in combination with a nicotine transdermal system (nts)', 'attention-deficit hyperactivity disorder (adhd)�', 'use as monotherapy of attention-deficit hyperactivity disorder (adhd)� in adults', 'the symptomatic treatment of neuropathic pain� due to various causes, including pain associated with peripheral diabetic neuropathy� or postherpetic neuralgia�', 'formoterol; mometasone']","['alcoholism', 'anorexia nervosa', 'benzodiazepine withdrawal', 'brain tumor', 'bulimia nervosa', 'diabetes mellitus', 'head trauma', 'hypoglycemia', 'hyponatremia', 'hypoxemia', 'intracranial mass', 'obesity treatment', 'seizure disorder', 'seizures', 'stroke', 'substance abuse', 'children', 'suicidal ideation', 'tics', ""tourette's syndrome"", 'behavioral changes', 'bipolar disorder', 'depression', 'mania', 'psychiatric event', 'schizophrenia', 'maoi therapy', 'neonates', 'pregnancy', 'breast-feeding', 'hepatic disease', 'renal disease', 'renal failure', 'renal impairment', 'acute myocardial infarction', 'cardiac disease', 'heart failure', 'hypertension', 'tobacco smoking', 'geriatric', 'driving or operating machinery', 'ethanol intoxication', 'closed-angle glaucoma', 'increased intraocular pressure', 'abrupt discontinuation']"
23,['613391'],prasugrel,['arterial thromboembolism prophylaxis (thrombotic cardiovascular events including stent thrombosis) in patients with acute coronary syndrome (i'],"['anticoagulant therapy', 'bleeding', 'body weight less than 60 kg', 'coronary artery bypass graft surgery (cabg)', 'gi bleeding', 'intracranial bleeding', 'peptic ulcer disease', 'surgery', 'trauma', 'stroke', 'hepatic disease', 'thrombotic thrombocytopenic purpura (ttp)', 'abrupt discontinuation', 'asian patients', 'children', 'pregnancy', 'breast-feeding', 'renal impairment', 'thienopyridine hypersensitivity', 'geriatric']"
24,['4083'],drospirenone/ethinyl estradiol,"['routine contraception', 'acne vulgaris in women who also desire oral contraception', 'premenstrual dysphoric disorder (pmdd) in women who also desire oral contraception', ""endometriosis� to induce endometrial involution to a 'resting' phase and reduce the size and growth of endometrial tissue in females with no contraindications to hormonal contraceptives, who have achieved menarche and desire contraception"", 'the treatment or adjuvant treatment of conditions such as amenorrhea�, hirsutism�, or polycystic ovary syndrome� related to hypoestrogenic or hyperandrogenic conditions in females who desire oral contraception', 'formoterol; mometasone']","['acquired immunodeficiency syndrome (aids)', 'human immunodeficiency virus (hiv) infection', 'adrenal insufficiency', 'electrolyte imbalance', 'hyperkalemia', 'renal disease', 'renal failure', 'renal impairment', 'pregnancy', 'cholestasis', 'gallbladder disease', 'hepatic disease', 'hepatitis', 'hepatocellular cancer', 'jaundice', 'porphyria', 'breast-feeding', 'obstetric delivery', 'obesity', 'diabetes mellitus', 'hyperlipidemia', 'hypertriglyceridemia', 'pancreatitis', 'atrial fibrillation', 'cerebrovascular disease', 'coronary artery disease', 'coronary thrombosis', 'endocarditis', 'hypercholesterolemia', 'hypertension', 'myocardial infarction', 'protein c deficiency', 'protein s deficiency', 'stroke', 'thromboembolic disease', 'thromboembolism', 'thrombophlebitis', 'tobacco smoking', 'valvular heart disease', 'systemic lupus erythematosus (sle)', 'surgery', 'headache', 'migraine', 'depression', 'contact lenses', 'glaucoma', 'visual disturbance', 'children', 'breast cancer', 'hypercalcemia', 'cervical cancer', 'endometrial cancer', 'ovarian cancer', 'uterine cancer', 'vaginal bleeding', 'vaginal cancer', 'hypothyroidism', 'thyroid disease', 'chloasma', 'angioedema', 'hereditary angioedema']"
25,['197'],acetylcysteine,['the prevention of hepatotoxicity after an acute acetaminophen overdose or repeated ingestion of supratherapeutic doses'],['initiate treatment within 8 hours of suspected apap ingestion for maximal protection against hepatic injury. give activated charcoal as soon as possible after ingestion to prevent apap absorption. for regular-release apap overdoses']
26,"['2105', '343027']",carmustine,"['brain tumors including malignant glioma and glioblastoma multiforme', 'brain tumors including malignant glioma, glioblastoma, medulloblastoma, astrocytoma, ependymoma, and brain metastases', 'newly-diagnosed high grade malignant glioma as an adjunct to surgery and radiation and as an adjunct to surgery in patients with recurrent glioblastoma multiforme', 'multiple myeloma in combination with prednisone', ""relapsed or refractory hodgkin lymphoma or non-hodgkin's lymphoma (nhl), in combination with other approved drugs"", 'the first-line treatment of metastatic malignant melanoma in combination with dacarbazine, cisplatin, and tamoxifen�', 'cutaneous t-cell lymphoma (ctcl)� (aka mycosis fungoides�)', 'stem cell transplant preparation, in combination with other chemotherapy agents�', 'formoterol; mometasone']","['anemia', 'aseptic meningitis', 'bleeding', 'bone marrow suppression', 'infection', 'leukopenia', 'neutropenia', 'thrombocytopenia', 'pulmonary fibrosis', 'pulmonary toxicity', 'new primary malignancy', 'extravasation', 'intraarterial administration', 'seizures', 'wound dehiscence', 'increased intracranial pressure', 'renal disease', 'renal failure', 'renal impairment', 'hepatic disease', 'hepatotoxicity', 'children', 'pregnancy', 'contraception requirements', 'infertility', 'male-mediated teratogenicity', 'reproductive risk', 'breast-feeding']"
27,,influenza vaccine,['annual seasonal influenza prophylaxis'],"['intravenous administration', 'subcutaneous administration', 'fever', 'respiratory infection', 'egg hypersensitivity', 'kanamycin hypersensitivity', 'latex hypersensitivity', 'neomycin hypersensitivity', 'guillain-barre syndrome', 'geriatric', 'children', 'infants', 'pregnancy', 'breast-feeding', 'anticoagulant therapy', 'coagulopathy', 'hemophilia', 'thrombocytopenia', 'vitamin k deficiency', 'acquired immunodeficiency syndrome (aids)', 'agammaglobulinemia', 'human immunodeficiency virus (hiv) infection', 'hypogammaglobulinemia', 'immunosuppression', 'neoplastic disease', 'radiation therapy', 'severe combined immunodeficiency (scid)', 'syncope']"
28,"['475342', '1546019']",dasatinib,"['philadelphia chromosome-positive (ph+) chronic myelogenous leukemia (cml)', 'myeloid or lymphoid blast-phase ph+ cml with resistance or intolerance to prior therapy, including imatinib', 'chronic-phase ph+ cml with resistance or intolerance to prior therapy, including imatinib', 'newly diagnosed chronic-phase ph+ cml', 'accelerated-phase ph+ cml with resistance or intolerance to prior therapy, including imatinib', 'chronic-phase ph+ cml', 'philadelphia chromosome-positive (ph+) acute lymphocytic leukemia (all)', 'for the treatment of ph+ all with resistance or intolerance to prior therapy', 'formoterol***formoterol; mometasone']","['anemia', 'bone marrow suppression', 'neutropenia', 'thrombocytopenia', 'anticoagulant therapy', 'bleeding', 'gi bleeding', 'intracranial bleeding', 'edema', 'pericardial effusion', 'pleural effusion', 'alcoholism', 'cardiac arrhythmias', 'cardiac disease', 'diabetes mellitus', 'females', 'heart failure', 'hypokalemia', 'hypomagnesemia', 'long qt syndrome', 'malnutrition', 'qt prolongation', 'thyroid disease', 'lactase deficiency', 'tumor lysis syndrome (tls)', 'pulmonary hypertension', 'geriatric', 'children', 'growth inhibition', 'infants', 'neonates', 'pregnancy', 'contraception requirements', 'infertility', 'reproductive risk', 'breast-feeding']"
29,['35636'],risperidone,"['schizophrenia', 'bipolar disorder (bipolar i disorder), including acute mania or mixed episodes and maintenance therapy', 'acute mania or mixed episodes associated with bipolar i disorder', 'the maintenance treatment of bipolar i disorder as monotherapy or adjunct therapy to lithium or valproate', 'irritability associated with autistic disorder', ""moderate to severe tics associated with tourette's syndrome�"", 'moderate to severe disruptive behaviors� (e', 'delirium� in the pediatric intensive care unit (picu)', 'severe behavioral or psychological symptoms of dementia�', 'formoterol***formoterol; mometasone']","['cns depression', 'coadministration with other cns depressants', 'driving or operating machinery', 'ethanol ingestion', 'agranulocytosis', 'hematological disease', 'leukopenia', 'neutropenia', 'thrombotic thrombocytopenic purpura (ttp)', 'phenylketonuria', 'suicidal ideation', 'abrupt discontinuation', 'tardive dyskinesia', 'cardiac disease', 'cerebrovascular disease', 'heart failure', 'hypovolemia', 'myocardial infarction', 'orthostatic hypotension', 'syncope', 'alcoholism', 'bradycardia', 'cardiac arrhythmias', 'coronary artery disease', 'females', 'hypertension', 'hypocalcemia', 'hypokalemia', 'hypomagnesemia', 'long qt syndrome', 'malnutrition', 'qt prolongation', 'thyroid disease', 'torsade de pointes', 'hyponatremia', 'seizure disorder', 'seizures', 'renal failure', 'renal impairment', 'hepatic disease', 'neurological disease', ""parkinson's disease"", 'dementia', 'geriatric', 'stroke', 'dysphagia', 'ambient temperature increase', 'dehydration', 'hyperthermia', 'hypothermia', 'strenuous exercise', 'diabetes mellitus', 'diabetic ketoacidosis', 'hypercholesterolemia', 'hyperglycemia', 'hyperlipidemia', 'hyperosmolar hyperglycemic state (hhs)', 'hypertriglyceridemia', 'obesity', 'breast cancer', 'hyperprolactinemia', 'infertility', 'intravenous administration', 'subcutaneous administration', 'priapism', 'neonates', 'pregnancy', 'pregnancy testing', 'breast-feeding', 'children']"
30,['3407'],digoxin,"['ventricular rate control in patients with chronic atrial fibrillation and/or atrial flutter�; or for the treatment of narrow-complex paroxysmal supraventricular tachycardia (psvt)� or for paroxysmal supraventricular tachycardia (psvt) prophylaxis� in patients without a delta wave on ecg during sinus rhythm; or for the treatment of congestive heart failure', 'the transplacental treatment of fetal supraventricular tachyarrhythmias�']","['acute myocardial infarction', 'adams-stokes syndrome', 'av block', 'bradycardia', 'cardiomyopathy', 'cor pulmonale', 'hyperthyroidism', 'hypothyroidism', 'hypoxemia', 'myocarditis', 'myxedema', 'pulmonary disease', 'sick sinus syndrome', 'carotid sinus hypersensitivity', 'ventricular arrhythmias', 'ventricular fibrillation', 'ventricular tachycardia', 'wolff-parkinson-white syndrome', 'renal disease', 'renal failure', 'renal impairment', 'geriatric', 'hepatic disease', 'constrictive pericarditis', 'idiopathic hypertrophic subaortic stenosis', 'electrolyte imbalance', 'hypercalcemia', 'hyperkalemia', 'hypocalcemia', 'hypokalemia', 'hypomagnesemia', 'hypertension', 'infants', 'neonates', 'premature neonates', 'pregnancy', 'breast-feeding', 'diarrhea', 'malabsorption syndrome', 'intramuscular administration']"
31,,sumatriptan succinate,"['the acute treatment of migraine attacks with or without aura', 'the acute treatment of cluster headache']","['sumatriptan hypersensitivity', 'acute myocardial infarction', 'angina', 'arteriosclerosis', 'cardiac arrhythmias', 'cardiac disease', 'coronary artery disease', 'diabetes mellitus', 'hypercholesterolemia', 'obesity', 'tobacco smoking', 'vasospastic angina', 'wolff-parkinson-white syndrome', 'hypertension', 'cerebrovascular disease', 'intracranial bleeding', 'stroke', 'basilar/hemiplegic migraine', 'intravenous administration', 'pregnancy', 'breast-feeding', 'hepatic disease', 'renal disease', 'renal failure', 'renal impairment', 'children', 'geriatric', 'driving or operating machinery', 'colitis', 'peripheral vascular disease', ""raynaud's phenomenon"", 'seizure disorder', 'seizures', 'visual disturbance', 'maoi therapy', 'magnetic resonance imaging (mri)']"
32,['4083']['6373'],estradiol/levonorgestrel,"['treatment of moderate to severe vasomotor symptoms (hot flashes) of menopause and/or related genitourinary symptoms including atrophic vaginitis, vulvar atrophy (kraurosis vulvae) in women with an intact uterus', 'osteoporosis prophylaxis due to menopause (either natural or surgical) in women with an intact uterus', 'formoterol; mometasone']","['angioedema', 'hereditary angioedema', 'breast cancer', 'hypercalcemia', 'new primary malignancy', 'ovarian cancer', 'endometrial cancer', 'endometrial hyperplasia', 'vaginal bleeding', 'cervical cancer', 'endometriosis', 'uterine cancer', 'uterine leiomyomata', 'vaginal cancer', 'cardiac disease', 'cerebrovascular disease', 'coronary artery disease', 'hypercholesterolemia', 'hypertension', 'myocardial infarction', 'obesity', 'protein c deficiency', 'protein s deficiency', 'stroke', 'thromboembolic disease', 'thromboembolism', 'thrombophlebitis', 'tobacco smoking', 'surgery', 'pregnancy', 'breast-feeding', 'gallbladder disease', 'hepatic disease', 'hepatocellular cancer', 'jaundice', 'porphyria', 'systemic lupus erythematosus (sle)', 'hypertriglyceridemia', 'pancreatitis', 'contact lenses', 'migraine', 'visual disturbance', 'diabetes mellitus', 'hypothyroidism', 'thyroid disease', 'asthma', 'renal disease', 'seizure disorder', 'depression', 'hypocalcemia', 'hypoparathyroidism', 'dementia', 'geriatric', 'children', 'infants']"
