index,Class,Drug,generics
424,antacids,Ex-Lax Milk of Magnesia,generic name: magnesium hydroxide
425,antacids,Gas-X with Maalox Extra Strength,generic name: calcium carbonate/simethicone
426,antacids,Gaviscon Regular Strength Liquid,generic name: aluminum hydroxide/magnesium carbonate
427,antacids,Maalox Advanced Regular Strength,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
428,antacids,Mag-al Plus,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
429,antacids,Masanti Supreme,generic name: calcium carbonate/magnesium hydroxide
430,antacids,Mi-Acid,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
431,antacids,Mi-Acid Double Strength,generic name: calcium carbonate/magnesium hydroxide
432,antacids,Milantex,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
433,antacids,Mintox,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
434,antacids,Mintox Plus,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
435,antacids,Mylanta Maximum Strength,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
436,antacids,Mylanta Supreme,generic name: calcium carbonate/magnesium hydroxide
437,antacids,Mylanta Tonight,generic name: calcium carbonate/magnesium hydroxide/simethicone
438,antacids,Mylanta Ultra,generic name: calcium carbonate/magnesium hydroxide
439,antacids,Pedia-Lax Chewable Tablets,generic name: magnesium hydroxide
440,antacids,Rolaids Regular Strength,generic name: calcium carbonate/magnesium hydroxide
441,antacids,Rulox,generic name: aluminum hydroxide/magnesium hydroxide/simethicone
442,antacids,Tums Chewy Bites with Gas Relief (Lemon & Strawberry),generic name: calcium carbonate/simethicone
443,anthelmintics,Pinworm Medicine,generic name: pyrantel
444,anthelmintics,Vermox,generic name: mebendazole
445,anthelmintics,Stromectol,generic name: ivermectin
446,anthelmintics,Albenza,generic name: albendazole
447,anthelmintics,Pin-X,generic name: pyrantel
448,anthelmintics,Biltricide,generic name: praziquantel
449,anthelmintics,Reese's Pinworm Medicine,generic name: pyrantel
450,anthelmintics,Antiminth,generic name: pyrantel
451,anthelmintics,Ascarel,generic name: pyrantel
452,anthelmintics,Emverm,generic name: mebendazole
453,anthelmintics,Impavido,generic name: miltefosine
454,anthelmintics,Mintezol,generic name: thiabendazole
455,anthelmintics,Pinworm Caplets,generic name: pyrantel
456,anti-angiogenic ophthalmic agents,Macugen,generic name: pegaptanib
457,anti-angiogenic ophthalmic agents,Eylea,generic name: aflibercept
458,anti-angiogenic ophthalmic agents,Lucentis,generic name: ranibizumab
459,anti-CTLA-4 monoclonal antibodies,Yervoy,generic name: ipilimumab
461,Anti-PD-1 monoclonal antibodies,Opdivo,generic name: nivolumab
462,Anti-PD-1 monoclonal antibodies,Keytruda,generic name: pembrolizumab
463,Anti-PD-1 monoclonal antibodies,Bavencio,generic name: avelumab
464,Anti-PD-1 monoclonal antibodies,Imfinzi,generic name: durvalumab
465,Anti-PD-1 monoclonal antibodies,Tecentriq,generic name: atezolizumab
466,antiadrenergic agents (central) with thiazides,Aldoril,generic name: hydrochlorothiazide/methyldopa
467,antiadrenergic agents (central) with thiazides,Clorpres,generic name: chlorthalidone/clonidine
468,antiadrenergic agents (peripheral) with thiazides,Enduronyl,generic name: deserpidine/methyclothiazide
469,antiadrenergic agents (peripheral) with thiazides,Minizide,generic name: polythiazide/prazosin
470,antiadrenergic agents (peripheral) with thiazides,Renese-R,generic name: polythiazide/reserpine
471,"antiadrenergic agents, centrally acting",Catapres-TTS,generic name: clonidine
472,"antiadrenergic agents, centrally acting",Catapres,generic name: clonidine
473,"antiadrenergic agents, centrally acting",Kapvay,generic name: clonidine
474,"antiadrenergic agents, centrally acting",Tenex,generic name: guanfacine
475,"antiadrenergic agents, centrally acting",Intuniv,generic name: guanfacine
476,"antiadrenergic agents, centrally acting",Aldomet,generic name: methyldopa
477,"antiadrenergic agents, centrally acting",Duraclon,generic name: clonidine
478,"antiadrenergic agents, centrally acting",Lucemyra,generic name: lofexidine
479,"antiadrenergic agents, centrally acting",Nexiclon XR,generic name: clonidine
480,"antiadrenergic agents, centrally acting",Wytensin,generic name: guanabenz
481,"antiadrenergic agents, peripherally acting",Cardura XL,generic name: doxazosin
482,"antiadrenergic agents, peripherally acting",Cardura,generic name: doxazosin
483,"antiadrenergic agents, peripherally acting",Minipress,generic name: prazosin
484,"antiadrenergic agents, peripherally acting",Flomax,generic name: tamsulosin
485,"antiadrenergic agents, peripherally acting",Hytrin,generic name: terazosin
486,"antiadrenergic agents, peripherally acting",Uroxatral,generic name: alfuzosin
487,"antiadrenergic agents, peripherally acting",Rapaflo,generic name: silodosin
488,"antiadrenergic agents, peripherally acting",Jalyn,generic name: dutasteride/tamsulosin
489,"antiadrenergic agents, peripherally acting",Hylorel,generic name: guanadrel
490,"antiadrenergic agents, peripherally acting",Inversine,generic name: mecamylamine
491,"antiadrenergic agents, peripherally acting",Ismelin,generic name: guanethidine
492,"antiadrenergic agents, peripherally acting",Vecamyl,generic name: mecamylamine
493,antiandrogens,Casodex,generic name: bicalutamide
494,antiandrogens,Xtandi,generic name: enzalutamide
495,antiandrogens,Erleada,generic name: apalutamide
496,antiandrogens,Eulexin,generic name: flutamide
497,antiandrogens,Nilandron,generic name: nilutamide
498,antianginal agents,Nitro-Bid,generic name: nitroglycerin
499,antianginal agents,NitroQuick,generic name: nitroglycerin
500,antianginal agents,Nitrostat,generic name: nitroglycerin
501,antianginal agents,Isordil,generic name: isosorbide dinitrate
502,antianginal agents,Nitrolingual Pumpspray,generic name: nitroglycerin
503,antianginal agents,Ismo,generic name: isosorbide mononitrate
504,antianginal agents,Ranexa,generic name: ranolazine
505,antianginal agents,Rectiv,generic name: nitroglycerin
506,antianginal agents,Nitro-Dur,generic name: nitroglycerin
507,antianginal agents,Transderm-Nitro,generic name: nitroglycerin
508,antianginal agents,Imdur,generic name: isosorbide mononitrate
509,antianginal agents,Dilatrate-SR,generic name: isosorbide dinitrate
510,antianginal agents,GoNitro,generic name: nitroglycerin
511,antianginal agents,Isochron,generic name: isosorbide dinitrate
512,antianginal agents,IsoDitrate,generic name: isosorbide dinitrate
513,antianginal agents,Isordil Titradose,generic name: isosorbide dinitrate
514,antianginal agents,Minitran,generic name: nitroglycerin
515,antianginal agents,Monoket,generic name: isosorbide mononitrate
516,antianginal agents,Nitrek,generic name: nitroglycerin
517,antianginal agents,Nitro-Time,generic name: nitroglycerin
518,antianginal agents,Nitrocot,generic name: nitroglycerin
519,antianginal agents,Nitrol Appli-Kit,generic name: nitroglycerin
520,antianginal agents,NitroMist,generic name: nitroglycerin
521,antianginal agents,Nitro TD Patch-A,generic name: nitroglycerin
523,antiasthmatic combinations,Difil-G Forte,generic name: dyphylline/guaifenesin
524,antiasthmatic combinations,Dilex-G 400,generic name: dyphylline/guaifenesin
525,antiasthmatic combinations,Dy-G,generic name: dyphylline/guaifenesin
526,antiasthmatic combinations,Jay-Phyl,generic name: dyphylline/guaifenesin
527,antiasthmatic combinations,Lufyllin-GG,generic name: dyphylline/guaifenesin
528,antibiotics/antineoplastics,Adriamycin,generic name: doxorubicin
529,antibiotics/antineoplastics,Novantrone,generic name: mitoxantrone
530,antibiotics/antineoplastics,Blenoxane,generic name: bleomycin
531,antibiotics/antineoplastics,Bleo 15k,generic name: bleomycin
532,antibiotics/antineoplastics,Cerubidine,generic name: daunorubicin
533,antibiotics/antineoplastics,Cosmegen,generic name: dactinomycin
534,antibiotics/antineoplastics,DaunoXome,generic name: daunorubicin liposomal
535,antibiotics/antineoplastics,Doxil,generic name: doxorubicin liposomal
536,antibiotics/antineoplastics,Ellence,generic name: epirubicin
537,antibiotics/antineoplastics,Idamycin,generic name: idarubicin
538,antibiotics/antineoplastics,Idamycin PFS,generic name: idarubicin
539,antibiotics/antineoplastics,Mutamycin,generic name: mitomycin
540,antibiotics/antineoplastics,Nipent,generic name: pentostatin
541,antibiotics/antineoplastics,Pharmorubicin PFS,generic name: epirubicin
542,antibiotics/antineoplastics,Valstar,generic name: valrubicin
543,anticholinergic antiemetics,Marezine,generic name: cyclizine
544,anticholinergic antiemetics,Meni-D,generic name: meclizine
545,anticholinergic antiemetics,Travel-Eze,generic name: dimenhydrinate
546,anticholinergic antiemetics,Dramamine,generic name: dimenhydrinate
547,anticholinergic antiemetics,Compoz Nighttime Sleep Aid,generic name: diphenhydramine
548,anticholinergic antiemetics,Dramamine II,generic name: meclizine
549,anticholinergic antiemetics,Dramamine Less Drowsy,generic name: meclizine
550,anticholinergic antiemetics,Q-Dryl,generic name: diphenhydramine
551,anticholinergic antiemetics,Unisom SleepMelts,generic name: diphenhydramine
552,anticholinergic antiemetics,Bonine,generic name: meclizine
553,anticholinergic antiemetics,Benadryl Children's Allergy,generic name: diphenhydramine
554,anticholinergic antiemetics,Benadryl,generic name: diphenhydramine
555,anticholinergic antiemetics,Benadryl Allergy,generic name: diphenhydramine
556,anticholinergic antiemetics,Antivert,generic name: meclizine
557,anticholinergic antiemetics,Banophen,generic name: diphenhydramine
558,anticholinergic antiemetics,Sominex,generic name: diphenhydramine
559,anticholinergic antiemetics,Tigan,generic name: trimethobenzamide
560,anticholinergic antiemetics,Transderm-Scop,generic name: scopolamine
561,anticholinergic antiemetics,Nytol,generic name: diphenhydramine
562,anticholinergic antiemetics,Simply Sleep,generic name: diphenhydramine
563,anticholinergic antiemetics,Triaminic Thin Strips Cough & Runny Nose,generic name: diphenhydramine
564,anticholinergic antiemetics,Meclicot,generic name: meclizine
565,anticholinergic antiemetics,Allermax,generic name: diphenhydramine
566,anticholinergic antiemetics,Benzacot,generic name: trimethobenzamide
567,anticholinergic antiemetics,Bonine for Kids,generic name: cyclizine
568,anticholinergic antiemetics,Complete Allergy Relief,generic name: diphenhydramine
569,anticholinergic antiemetics,Cyclivert,generic name: cyclizine
570,anticholinergic antiemetics,D-Vert,generic name: meclizine
571,anticholinergic antiemetics,Dicopanol,generic name: diphenhydramine
572,anticholinergic antiemetics,Diphedryl,generic name: diphenhydramine
573,anticholinergic antiemetics,Diphenhist,generic name: diphenhydramine
574,anticholinergic antiemetics,Driminate,generic name: dimenhydrinate
575,anticholinergic antiemetics,Dytuss,generic name: diphenhydramine
576,anticholinergic antiemetics,PediaCare Children's Allergy,generic name: diphenhydramine
577,anticholinergic antiemetics,Quenalin,generic name: diphenhydramine
578,anticholinergic antiemetics,Scot-Tussin Allergy,generic name: diphenhydramine
579,anticholinergic antiemetics,Siladryl Allergy,generic name: diphenhydramine
580,anticholinergic antiemetics,Silphen Cough,generic name: diphenhydramine
581,anticholinergic antiemetics,Sleepinal,generic name: diphenhydramine
582,anticholinergic antiemetics,Ticon,generic name: trimethobenzamide
583,anticholinergic antiemetics,Tranquil Nighttime Sleep Aid,generic name: diphenhydramine
584,anticholinergic antiemetics,Travel-Ease,generic name: meclizine
585,anticholinergic antiemetics,Travel Sickness,generic name: meclizine
586,anticholinergic antiemetics,Triptone,generic name: dimenhydrinate
587,anticholinergic antiemetics,Twilite,generic name: diphenhydramine
588,anticholinergic antiemetics,Valu-Dryl,generic name: diphenhydramine
589,anticholinergic antiparkinson agents,Kemadrin,generic name: procyclidine
590,anticholinergic antiparkinson agents,Compoz Nighttime Sleep Aid,generic name: diphenhydramine
591,anticholinergic antiparkinson agents,Q-Dryl,generic name: diphenhydramine
592,anticholinergic antiparkinson agents,Unisom SleepMelts,generic name: diphenhydramine
593,anticholinergic antiparkinson agents,Benadryl Children's Allergy,generic name: diphenhydramine
594,anticholinergic antiparkinson agents,Benadryl,generic name: diphenhydramine
595,anticholinergic antiparkinson agents,Benadryl Allergy,generic name: diphenhydramine
596,anticholinergic antiparkinson agents,Banophen,generic name: diphenhydramine
597,anticholinergic antiparkinson agents,Sominex,generic name: diphenhydramine
598,anticholinergic antiparkinson agents,Cogentin,generic name: benztropine
599,anticholinergic antiparkinson agents,Nytol,generic name: diphenhydramine
600,anticholinergic antiparkinson agents,Artane,generic name: trihexyphenidyl
601,anticholinergic antiparkinson agents,Unisom SleepGels,generic name: diphenhydramine
602,anticholinergic antiparkinson agents,Simply Sleep,generic name: diphenhydramine
603,anticholinergic antiparkinson agents,Triaminic Thin Strips Cough & Runny Nose,generic name: diphenhydramine
604,anticholinergic antiparkinson agents,Akineton,generic name: biperiden
605,anticholinergic antiparkinson agents,Allermax,generic name: diphenhydramine
606,anticholinergic antiparkinson agents,Complete Allergy Relief,generic name: diphenhydramine
607,anticholinergic antiparkinson agents,Dicopanol,generic name: diphenhydramine
608,anticholinergic antiparkinson agents,Diphedryl,generic name: diphenhydramine
609,anticholinergic antiparkinson agents,Diphenhist,generic name: diphenhydramine
610,anticholinergic antiparkinson agents,Dytuss,generic name: diphenhydramine
611,anticholinergic antiparkinson agents,PediaCare Children's Allergy,generic name: diphenhydramine
612,anticholinergic antiparkinson agents,Quenalin,generic name: diphenhydramine
613,anticholinergic antiparkinson agents,Scot-Tussin Allergy,generic name: diphenhydramine
614,anticholinergic antiparkinson agents,Siladryl Allergy,generic name: diphenhydramine
615,anticholinergic antiparkinson agents,Silphen Cough,generic name: diphenhydramine
616,anticholinergic antiparkinson agents,Sleepinal,generic name: diphenhydramine
617,anticholinergic antiparkinson agents,Tranquil Nighttime Sleep Aid,generic name: diphenhydramine
618,anticholinergic antiparkinson agents,Trihexane,generic name: trihexyphenidyl
619,anticholinergic antiparkinson agents,Twilite,generic name: diphenhydramine
