"DrugClass_DrugClass_name","DrugClass_DrugClass_drugNames_name","DrugClass_DrugClass_drugNames_generic"
"antacids","Amphojel","generic name: aluminum hydroxide"
"antacids","Cal-Mint","generic name: calcium carbonate"
"antacids","Dulcolax Milk of Magnesia","generic name: magnesium hydroxide"
"antacids","Ex-Lax Milk of Magnesia","generic name: magnesium hydroxide"
"antacids","Gas-X with Maalox Extra Strength","generic name: calcium carbonate/simethicone"
"antacids","Gaviscon Regular Strength Liquid","generic name: aluminum hydroxide/magnesium carbonate"
"antacids","Maalox Advanced Regular Strength","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mag-al Plus","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Masanti Supreme","generic name: calcium carbonate/magnesium hydroxide"
"antacids","Mi-Acid","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mi-Acid Double Strength","generic name: calcium carbonate/magnesium hydroxide"
"antacids","Milantex","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mintox","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mintox Plus","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mylanta Maximum Strength","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Mylanta Supreme","generic name: calcium carbonate/magnesium hydroxide"
"antacids","Mylanta Tonight","generic name: calcium carbonate/magnesium hydroxide/simethicone"
"antacids","Mylanta Ultra","generic name: calcium carbonate/magnesium hydroxide"
"antacids","Pedia-Lax Chewable Tablets","generic name: magnesium hydroxide"
"antacids","Rolaids Regular Strength","generic name: calcium carbonate/magnesium hydroxide"
"antacids","Rulox","generic name: aluminum hydroxide/magnesium hydroxide/simethicone"
"antacids","Tums Chewy Bites with Gas Relief (Lemon & Strawberry)","generic name: calcium carbonate/simethicone"
"anthelmintics","Pinworm Medicine","generic name: pyrantel"
"anthelmintics","Vermox","generic name: mebendazole"
"anthelmintics","Stromectol","generic name: ivermectin"
"anthelmintics","Albenza","generic name: albendazole"
"anthelmintics","Pin-X","generic name: pyrantel"
"anthelmintics","Biltricide","generic name: praziquantel"
"anthelmintics","Reese's Pinworm Medicine","generic name: pyrantel"
"anthelmintics","Antiminth","generic name: pyrantel"
"anthelmintics","Ascarel","generic name: pyrantel"
"anthelmintics","Emverm","generic name: mebendazole"
"anthelmintics","Impavido","generic name: miltefosine"
"anthelmintics","Mintezol","generic name: thiabendazole"
"anthelmintics","Pinworm Caplets","generic name: pyrantel"
"anti-angiogenic ophthalmic agents","Macugen","generic name: pegaptanib"
"anti-angiogenic ophthalmic agents","Eylea","generic name: aflibercept"
"anti-angiogenic ophthalmic agents","Lucentis","generic name: ranibizumab"
"anti-CTLA-4 monoclonal antibodies","Yervoy","generic name: ipilimumab"
"anti-infectives","",""
"Anti-PD-1 monoclonal antibodies","Opdivo","generic name: nivolumab"
"Anti-PD-1 monoclonal antibodies","Keytruda","generic name: pembrolizumab"
"Anti-PD-1 monoclonal antibodies","Bavencio","generic name: avelumab"
"Anti-PD-1 monoclonal antibodies","Imfinzi","generic name: durvalumab"
"Anti-PD-1 monoclonal antibodies","Tecentriq","generic name: atezolizumab"
"antiadrenergic agents (central) with thiazides","Aldoril","generic name: hydrochlorothiazide/methyldopa"
"antiadrenergic agents (central) with thiazides","Clorpres","generic name: chlorthalidone/clonidine"
"antiadrenergic agents (peripheral) with thiazides","Enduronyl","generic name: deserpidine/methyclothiazide"
"antiadrenergic agents (peripheral) with thiazides","Minizide","generic name: polythiazide/prazosin"
"antiadrenergic agents (peripheral) with thiazides","Renese-R","generic name: polythiazide/reserpine"
"antiadrenergic agents, centrally acting","Catapres-TTS","generic name: clonidine"
"antiadrenergic agents, centrally acting","Catapres","generic name: clonidine"
"antiadrenergic agents, centrally acting","Kapvay","generic name: clonidine"
"antiadrenergic agents, centrally acting","Tenex","generic name: guanfacine"
"antiadrenergic agents, centrally acting","Intuniv","generic name: guanfacine"
"antiadrenergic agents, centrally acting","Aldomet","generic name: methyldopa"
"antiadrenergic agents, centrally acting","Duraclon","generic name: clonidine"
"antiadrenergic agents, centrally acting","Lucemyra","generic name: lofexidine"
"antiadrenergic agents, centrally acting","Nexiclon XR","generic name: clonidine"
"antiadrenergic agents, centrally acting","Wytensin","generic name: guanabenz"
"antiadrenergic agents, peripherally acting","Cardura XL","generic name: doxazosin"
"antiadrenergic agents, peripherally acting","Cardura","generic name: doxazosin"
"antiadrenergic agents, peripherally acting","Minipress","generic name: prazosin"
"antiadrenergic agents, peripherally acting","Flomax","generic name: tamsulosin"
"antiadrenergic agents, peripherally acting","Hytrin","generic name: terazosin"
"antiadrenergic agents, peripherally acting","Uroxatral","generic name: alfuzosin"
"antiadrenergic agents, peripherally acting","Rapaflo","generic name: silodosin"
"antiadrenergic agents, peripherally acting","Jalyn","generic name: dutasteride/tamsulosin"
"antiadrenergic agents, peripherally acting","Hylorel","generic name: guanadrel"
"antiadrenergic agents, peripherally acting","Inversine","generic name: mecamylamine"
"antiadrenergic agents, peripherally acting","Ismelin","generic name: guanethidine"
"antiadrenergic agents, peripherally acting","Vecamyl","generic name: mecamylamine"
"antiandrogens","Casodex","generic name: bicalutamide"
"antiandrogens","Xtandi","generic name: enzalutamide"
"antiandrogens","Erleada","generic name: apalutamide"
"antiandrogens","Eulexin","generic name: flutamide"
"antiandrogens","Nilandron","generic name: nilutamide"
"antianginal agents","Nitro-Bid","generic name: nitroglycerin"
"antianginal agents","NitroQuick","generic name: nitroglycerin"
"antianginal agents","Nitrostat","generic name: nitroglycerin"
"antianginal agents","Isordil","generic name: isosorbide dinitrate"
"antianginal agents","Nitrolingual Pumpspray","generic name: nitroglycerin"
"antianginal agents","Ismo","generic name: isosorbide mononitrate"
"antianginal agents","Ranexa","generic name: ranolazine"
"antianginal agents","Rectiv","generic name: nitroglycerin"
"antianginal agents","Nitro-Dur","generic name: nitroglycerin"
"antianginal agents","Transderm-Nitro","generic name: nitroglycerin"
"antianginal agents","Imdur","generic name: isosorbide mononitrate"
"antianginal agents","Dilatrate-SR","generic name: isosorbide dinitrate"
"antianginal agents","GoNitro","generic name: nitroglycerin"
"antianginal agents","Isochron","generic name: isosorbide dinitrate"
"antianginal agents","IsoDitrate","generic name: isosorbide dinitrate"
"antianginal agents","Isordil Titradose","generic name: isosorbide dinitrate"
"antianginal agents","Minitran","generic name: nitroglycerin"
"antianginal agents","Monoket","generic name: isosorbide mononitrate"
"antianginal agents","Nitrek","generic name: nitroglycerin"
"antianginal agents","Nitro-Time","generic name: nitroglycerin"
"antianginal agents","Nitrocot","generic name: nitroglycerin"
"antianginal agents","Nitrol Appli-Kit","generic name: nitroglycerin"
"antianginal agents","NitroMist","generic name: nitroglycerin"
"antianginal agents","Nitro TD Patch-A","generic name: nitroglycerin"
"antiarrhythmic agents","",""
"antiasthmatic combinations","Difil-G Forte","generic name: dyphylline/guaifenesin"
"antiasthmatic combinations","Dilex-G 400","generic name: dyphylline/guaifenesin"
"antiasthmatic combinations","Dy-G","generic name: dyphylline/guaifenesin"
"antiasthmatic combinations","Jay-Phyl","generic name: dyphylline/guaifenesin"
"antiasthmatic combinations","Lufyllin-GG","generic name: dyphylline/guaifenesin"
"antibiotics/antineoplastics","Adriamycin","generic name: doxorubicin"
"antibiotics/antineoplastics","Novantrone","generic name: mitoxantrone"
"antibiotics/antineoplastics","Blenoxane","generic name: bleomycin"
"antibiotics/antineoplastics","Bleo 15k","generic name: bleomycin"
"antibiotics/antineoplastics","Cerubidine","generic name: daunorubicin"
"antibiotics/antineoplastics","Cosmegen","generic name: dactinomycin"
"antibiotics/antineoplastics","DaunoXome","generic name: daunorubicin liposomal"
"antibiotics/antineoplastics","Doxil","generic name: doxorubicin liposomal"
"antibiotics/antineoplastics","Ellence","generic name: epirubicin"
"antibiotics/antineoplastics","Idamycin","generic name: idarubicin"
"antibiotics/antineoplastics","Idamycin PFS","generic name: idarubicin"
"antibiotics/antineoplastics","Mutamycin","generic name: mitomycin"
"antibiotics/antineoplastics","Nipent","generic name: pentostatin"
"antibiotics/antineoplastics","Pharmorubicin PFS","generic name: epirubicin"
"antibiotics/antineoplastics","Valstar","generic name: valrubicin"
"anticholinergic antiemetics","Marezine","generic name: cyclizine"
"anticholinergic antiemetics","Meni-D","generic name: meclizine"
"anticholinergic antiemetics","Travel-Eze","generic name: dimenhydrinate"
"anticholinergic antiemetics","Dramamine","generic name: dimenhydrinate"
"anticholinergic antiemetics","Compoz Nighttime Sleep Aid","generic name: diphenhydramine"
"anticholinergic antiemetics","Dramamine II","generic name: meclizine"
"anticholinergic antiemetics","Dramamine Less Drowsy","generic name: meclizine"
"anticholinergic antiemetics","Q-Dryl","generic name: diphenhydramine"
"anticholinergic antiemetics","Unisom SleepMelts","generic name: diphenhydramine"
"anticholinergic antiemetics","Bonine","generic name: meclizine"
"anticholinergic antiemetics","Benadryl Children's Allergy","generic name: diphenhydramine"
"anticholinergic antiemetics","Benadryl","generic name: diphenhydramine"
"anticholinergic antiemetics","Benadryl Allergy","generic name: diphenhydramine"
"anticholinergic antiemetics","Antivert","generic name: meclizine"
"anticholinergic antiemetics","Banophen","generic name: diphenhydramine"
"anticholinergic antiemetics","Sominex","generic name: diphenhydramine"
"anticholinergic antiemetics","Tigan","generic name: trimethobenzamide"
"anticholinergic antiemetics","Transderm-Scop","generic name: scopolamine"
"anticholinergic antiemetics","Nytol","generic name: diphenhydramine"
"anticholinergic antiemetics","Simply Sleep","generic name: diphenhydramine"
"anticholinergic antiemetics","Triaminic Thin Strips Cough & Runny Nose","generic name: diphenhydramine"
"anticholinergic antiemetics","Meclicot","generic name: meclizine"
"anticholinergic antiemetics","Allermax","generic name: diphenhydramine"
"anticholinergic antiemetics","Benzacot","generic name: trimethobenzamide"
"anticholinergic antiemetics","Bonine for Kids","generic name: cyclizine"
"anticholinergic antiemetics","Complete Allergy Relief","generic name: diphenhydramine"
"anticholinergic antiemetics","Cyclivert","generic name: cyclizine"
"anticholinergic antiemetics","D-Vert","generic name: meclizine"
"anticholinergic antiemetics","Dicopanol","generic name: diphenhydramine"
"anticholinergic antiemetics","Diphedryl","generic name: diphenhydramine"
"anticholinergic antiemetics","Diphenhist","generic name: diphenhydramine"
"anticholinergic antiemetics","Driminate","generic name: dimenhydrinate"
"anticholinergic antiemetics","Dytuss","generic name: diphenhydramine"
"anticholinergic antiemetics","PediaCare Children's Allergy","generic name: diphenhydramine"
"anticholinergic antiemetics","Quenalin","generic name: diphenhydramine"
"anticholinergic antiemetics","Scot-Tussin Allergy","generic name: diphenhydramine"
"anticholinergic antiemetics","Siladryl Allergy","generic name: diphenhydramine"
"anticholinergic antiemetics","Silphen Cough","generic name: diphenhydramine"
"anticholinergic antiemetics","Sleepinal","generic name: diphenhydramine"
"anticholinergic antiemetics","Ticon","generic name: trimethobenzamide"
"anticholinergic antiemetics","Tranquil Nighttime Sleep Aid","generic name: diphenhydramine"
"anticholinergic antiemetics","Travel-Ease","generic name: meclizine"
"anticholinergic antiemetics","Travel Sickness","generic name: meclizine"
"anticholinergic antiemetics","Triptone","generic name: dimenhydrinate"
"anticholinergic antiemetics","Twilite","generic name: diphenhydramine"
"anticholinergic antiemetics","Valu-Dryl","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Kemadrin","generic name: procyclidine"
"anticholinergic antiparkinson agents","Compoz Nighttime Sleep Aid","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Q-Dryl","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Unisom SleepMelts","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Benadryl Children's Allergy","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Benadryl","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Benadryl Allergy","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Banophen","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Sominex","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Cogentin","generic name: benztropine"
"anticholinergic antiparkinson agents","Nytol","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Artane","generic name: trihexyphenidyl"
"anticholinergic antiparkinson agents","Unisom SleepGels","generic name: diphenhydramine"
"anticholinergic antiparkinson agents","Simply Sleep","generic name: diphenhydramine"
